,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,headlines,label
281,281,14-02-2011,14.923,14.985,14.78,14.85,13.963782,2656000,"Rupee extends gains tracking local shares The rupee extended gains in afternoon trade on Monday as dollar inflows on the back of strong local shares, as well as firm Asian ...Liquidity crunch to persist longer Liquidity conditions are set to worsen in the coming week as the drawdown from RBI’s repo window is expected to touch the ...",0
282,282,15-02-2011,14.85,15.18,14.805,15.037,14.139621,3069000,"Deposits grow 13.9%, credit offtake by 19.3% in Q2: RBI The aggregate deposits in banks grew by 13.9% in the July-September period, much below the governments target of 20% for the ...State Bank of Patiala becomes registrar for UIDAI The State Bank of Patiala (SBOP) today said it has signed a MoU to become a Registrar for the Unique Identification Authority of ...Sebi proposes XBRL reporting system for mutual funds Sebi has proposed a new reporting system for mutual funds based on XBRL technology -- a globally accepted standardised business ...Health insurance claims jump 82% to Rs 7,456 cr With more and more Indians opting for health insurance policies, the claims paid by insurance companies jumped over 82% to Rs ...In-person verification of clients mandatory for brokers: NSE Leading stock exchange NSE has asked its member brokers to ensure in-person verification of all their clients -- a move seen as ...Irda cancels PNB Principal Insurance Broking licence Insurance regulator Irda today said it has cancelled the licence of PNB Principal Insurance Broking pursuant to their request for ...PNB (International) opens 6th branch in UK Within four years of commencing operations in the UK, Punjab National Bank (International) Ltd has opened its sixth branch here ...RBI may go in for further tightening, says Rangarajan The Reserve Bank of India (RBI) might take further monetary tightening measures to tame inflation, which stood at 8.23 per cent ...Kotak to scale up financial inclusion in Guj Kotak Mahindra Bank Ltd. (KMBL), one of India’s leading private banks, will scale up its financial inclusion initiatives in ...Power sector needs run up against bank sector limits Loan arrangers eye smaller banks, global finance to get over lending constraints.Vijaya Bank may seek extension to meet 70% provisioning norm State-owned Vijaya Bank might seek a second deadline extension for meeting the 70-per cent provision coverage ratio (PCR) norm ...Claim severity in cashless mediclaim higher: Irda Insurance companies may like to deal with hospitals and third-party administrators (TPAs) more cautiously after going through the ...Post scam, LICHF to revamp set-up General managers may get power to approve loans.Rise in bank rates may see dip in property demand in Ahmedabad With the interest rates hiked by almost all banks, demand for residential properties in Gujarat have already begun plummeting. ...APSFC to raise Rs  200 crore The state Cabinet on Monday gave its nod to the AP State Finance Corporation (APSFC) to raise Rs 200 crore from the open market ...",1
283,283,16-02-2011,15.036,15.149,14.925,14.938,14.046529,1906000,"SBI to open 50 branches in Gujarat by fiscal-end The nations largest lender State Bank of India (SBI) today said it will open 50 more branches in Gujarat by end of next month.Govt to infuse Rs 1,248 cr in two PSU banks The government has decided to infuse Rs 1,248 crore into two public sector banks UCO Bank and United Bank of India as part of ...Allahabad Bank ups fixed deposit rates by up to 2% State-owned Allahabad Bank today raised its fixed deposit rates by up to 200 basis points, or 2%, on various maturities.Retail banks continue to resist social media: report A new report from technology arm of market analyst firm Datamonitor shows that almost two-thirds of retail banks across the world ...Kotak ups term deposit rates by up to 0.25% Private sector lender Kotak Mahindra Bank today said it has hiked its term deposit rates by up to 0.25% across select maturities.NHB may ease provisioning norm for teaser home loans Additional provisioning may apply only to new loans and not the entire portfolio.ICICI Venture infra fund to raise Rs 1,500 cr by April ICICI Venture (I-Ven), the largest private equity (PE) player in India, is looking to achieve the first closure of its ...PE-backed travel portals bet big on global expansion Companies like MakemyTrip, Yatra, ClearTrip also look at listing abroad.ING Lifes new insurance product in UP Private life insurer ING Life India on Tuesday launched a new product ING ACE in the Uttar Pradesh market. The new plan has two ...India least sought-after in Asia-Pacific: BofA-ML Survey shows collapse in allocations to emerging market.",1
284,284,17-02-2011,15.277,15.3,15.127,15.175,14.269385,1770000,"Govt to infuse Rs 1,259 cr into three PSU lenders The government will infuse Rs 1,259 crore as equity capital into three PSU lenders -- Dena Bank, Bank of Maharashtra (BoM) and ...Prepaid cards to play vital role in fin inclusion: forum Non-profit trade association Prepaid International Forum today said prepaid cards will play an important role in financial ...Increase tax exemption limit on FD interest: experts Finance Minister Pranab Mukherjee should raise tax exemption limit on interest from bank-fixed deposits to encourage people to ...Dena Bank, Vijaya Bank to get Rs 907 cr from govt The government will infuse Rs 907 crore as equity capital into two PSU lenders -- Dena Bank and Vijaya Bank -- as part of ...Union Bank eyes 25% business growth in 2011-12 Union Bank of India, one of Indias leading public sector banks, is eyeing a 25 per cent growth in its total business from its ...New insurer, same cover Health cover portability to be allowed from July 1, but it may not be simple.Arrogant London bankers learn to lobby Brussels as power shifts London, the financial capital of Europe, is coming to grips with a foreign concept: None of its three most important regulators ...UBS denies link with Hasan Ali Khan Swiss banking powerhouse UBS today denied recent media reports alleging that it had maintained a business relationship with Hasan ...78% companies planning domestic acquisition: Survey An increasing number of businesses are planning to expand through acquisitions, according to the Grant Thornton International ...Goldman may close fixed-income prop group Goldman Sachs Group, the US bank that relied on fixed-income trading for the largest portion of its revenue, will shut its global ...Central Bank of India to fund students preparing for IIT, IIM In order to harness business in the education loan segment, public sector lender — Central Bank of India is planning to ...SBI sheds Rs 4,000-cr short-term loans Decides not to roll over a part of loans maturing in January and February.Govt to infuse Rs 1,248 cr into UCO, United Bank The government has decided to infuse Rs 1,248 crore into two public sector banks — UCO Bank and United Bank of India ...CARE cuts estimate for bad loans to below 3% With restructured assets in better health than before, rating agency CARE said additions to gross non-performing assets (NPAs) of ...Banks downplay margin worries Rising lending rates, low-cost deposits to offset higher deposit mobilisation cost.ING Life eyes 50% growth in biz from north ING Life Insurance Company , the insurance arm of the ING Group, is eyeing 50 per cent increase in business from the northern ...IDBI Federal eyes growth in pension space IDBI Federal Life Insurance sees growth opportunity in the pension segment, which had shrunk to 2-3 percent of the total ...",1
285,285,18-02-2011,15.175,15.38,15.1,15.331,14.416077,2719000,"SBI announces Rs 2,000-cr retail bond issue The nations largest lender State Bank of India (SBI) today announced the launch of a Rs 2,000-crore retail bond issue from ...Indian Bank hikes lending rate by 25 bps State-owned lender Indian Bank today hiked lending rate for its existing customers by 25 basis points to 13.75% in line with ...Govt to infuse Rs 848 crore into Dena, Vijaya Bank Two more state-owned banks – Dena Bank and Vijaya Bank – on Thursday said they would get Rs 848 crore from the ...Raise tax exemption limit on fixed deposit interest, say experts Finance Minister Pranab Mukherjee should raise tax exemption limit on interest from bank fixed-deposits (FDs) to encourage people ...US index of leading economic indicators climbs 0.1% The index of US leading indicators rose in January for the seventh straight month, signalling the expansion will extend into this ...RBI raises capital adequacy ratio for deposit-taking NBFCs Industry says the move will hit them in view of tight liquidity conditions.RGB becomes first rural bank to achieve CBS The Rushikulya Gramya Bank (RGB), a regional rural bank (RRB) operating in south Orissa, has become the first RRB in the state to ...File & Use procedure to be followed for govt schemes: Irda To plug yet another loophole in the insurance industry, the Insurance Regulatory and Development Authority (Irda) has asked ...Royal Sundaram, Reliance arm to re-apply for merger Move necessitated by Irda’s draft guidelines for non-life M&As.",1
286,286,22-02-2011,15.06,15.211,14.668,14.799,13.915825,2813000,"Par Panel for clear policy on PSU banks merger Accusing government of adhocism, a Parliamentary Committee today demanded a clear policy on mergers and consolidation in the ...Kotak Bank eyes 25-30% revenue from cards biz Kotak Mahindra Bank that entered the credit card business in 2007 as part of its retail expansion, expects the portfolio to ...Not keen on IPO now: ICICI Pru Even as the sectoral regulator Irda has said IPO guidelines will be out within the next 45 days, leading private sector insurer ...SBBJ Rs 800 cr rights issue gets Sebi nod Market regulator Sebi has given the nod for State Bank of Bikaner and Jaipur (SBBJ), the largest associate bank of SBI, to raise ...Rupee falls by 20 paise against US dollar The Indian rupee shed 20 paise from a seven-week high to Rs 45.18 per US dollar in early trade at the Interbank Foreign Exchange ...More options in unit-linked pension plans coming soon Irda intends to allow investors more choice.New Spanish capital rules a boon for IPO bankers Spain’s decision to force lenders to meet stricter capital rules or risk state ownership will provide a boon to bankers and ...CRR cut of over 2% will ease liquidity pressure: CARE The Reserve Bank of India may need to cut Cash Reserve Ratio (CRR) by over 200 basis points to infuse about Rs 1,00,000 crore to ...Majority of ABS rated by ICRA shows strong credit performance Ratings agency ICRA on Monday said a majority of the 73 asset-backed securitisation (ABS) rated by it continued to demonstrate a ...Aditya Birla Fin reports net profit of Rs 151 crore Registered a loss of Rs 191 crore in the year-ago period.Carry trade, investment flows pressure yen Japanese Prime Minister Naoto Kan’s wish for a weaker yen is coming true as the strengthening global economy encourages the ...ECB officials signal they may support raising interest rates European Central Bank policy makers signaled they may support raising interest rates in coming months as the economy recovers and ...Grey market comes of age, bets on big gains from SBI bonds India has a vibrant grey market for equity initial public offers (IPOs).Irda wants life insurers to face 10% stake sale cap Life insurance companies will not be allowed to dilute more than 10 per cent stake through initial public offers (IPOs).SBI now signatory to Carbon Disclosure Project State Bank of India (SBI), the country’s largest lender, on Monday became a signatory investor to the Carbon Disclosure ...Iceland may shelve its Eurobond sale plans Iceland may shelve plans to sell its first Eurobonds since 2006 after President Olafur R Grimsson refused to sign a $5-billion ...Technology plays spoilsport for financial inclusion It often takes several hours to complete a single transaction in villages.",1
287,287,23-02-2011,14.789,14.838,14.565,14.836,13.950618,4494000,"Interest rates may go up 75-100 bps in 2011: Uday Kotak ""We think interest rates are still on their way up. We see a movement of anywhere between 75 and 100 basis point from here ...ICICI, HDFC Bank hike lending rates by up to 50 bps Countrys two leading private sector lenders ICICI Bank and HDFC Bank today increased their lending rates by up to 50 basis ...Fitch upgrades Indusind Bank on strong capital, asset quality Rating agency Fitch today upgraded long-term rating of Indusind Bank by one notch on the back of its strong capitalisation and ...Kotak Bank opens 300th branch, plans 500 by 2012 Private sector lender Kotak Mahindra Bank today launched its 300th branch and announced plans to reach the 500th branch mark by ...SBI plans 5 associate banks merger in 12-18 months Countrys largest lender State Bank of India (SBI) plans consolidation of remaining 5 associate banks with itself in the next ...IFC to extend $50 mn loan to PTC Financial International Finance Corporation (IFC) will extend $50 million worth of loans to PTC India Financial Services for development of ...Re falls by 2 paise against US dollar in opening trade The Indian rupee opened 2 paise lower at Rs 45.28 per US dollar in early trade on the Interbank Foreign Exchange today amid ...Zurich to buy 51% of Santanders Latin America insurance unit Zurich Financial Services, Switzerland’s largest insurer, agreed to pay as much as $2.1 billion for 51 per cent of Banco ...Live longer, pay more: Life cover for women to become costlier New data show gap between life expectancy of men and women has narrowed.RBI panel mulled linking repo to CD ratios The Reserve Bank of India’s (RBI) technical advisory committee had considered linking the repo facility to credit-deposit ...BRICs lose for a second time in decade as America takes over Stocks in developed countries are rising the most since 1998 while emerging markets slump, a sign the US is returning to its role ...MetLife in talks with PSBs for equity sale As part of its growth plans, private insurer MetLife India has begun talks with at least three public sector banks (PSBs) for ...Securitisation volumes fall by a third in Apr-Dec New RBI norms, hardening rates, liquidity concerns curb appetite.Corp Bank, Syndicate Bank to get more funds Karnataka-headquartered public sector lenders, Syndicate Bank and Corporation Bank have received the approval from the government ...Reliance PE arm set to close three deals worth Rs 350 crore Reliance Equity Advisors, the private equity (PE) arm of Anil Ambani-owned Reliance Capital, is all set to close three deals in ...Infrastructure sector under environment cloud The infrastructure sector remained a favourite of private equity (PE) investors in the year gone by. With deals worth $4 billion ...Bond market backs mild inflation in swap forwards In the US bond market, the new normal is looking a lot like the old normal. Interest-rate derivatives show traders anticipate ...",1
288,288,24-02-2011,14.649,14.712,14.501,14.566,13.696731,3516000,"Stop re-circulation of soiled notes: RBI to banks Soiled notes may soon be a thing of past as the Reserve Bank of India (RBI) has asked all bank branches handling large amounts of ...Dhanlaxmi Bank ups deposit rates by up to 3% South-based Dhanlaxmi Bank today increased interest rates on term deposits by up to 3% depending on maturities.Vijaya Bank to raise Rs 368 cr via preferential allotment Vijaya Bank is planning to raise Rs 368 crore through preferential allotment of equity shares.Rupee sheds 14 paise against $ in opening trade The Indian rupee fell by 14 paise to Rs 45.26 per US dollar in early trade at the Interbank Foreign Exchange today on sustained ...Top private banks to raise lending rates by 45-50 bps Following the footsteps of bigger rival State Bank of India, the country’s top two private banks, HDFC Bank and ICICI Bank, ...IDBI bets big on North-east infra, MSMEs sectors IDBI Bank, which six years back had transformed into a universal bank, is betting big on North-East. Besides infrastructure ...Thane Janata Bank to open 12 new branches by March 2012 Thane Janata Sahakari Bank Ltd. (TJSB), a multi-state scheduled bank, is planning to open 12 new branches at select locations by ...Guidelines on infra debt funds likely To fund infrastructure projects in the public-private-partnership model, the forthcoming Budget could lay down some broad ...RBI favours FII entry into credit default swap market Will be allowed to hedge, not as market makers, say draft norms.No blanket nod sought for mergers: Bhatt State Bank of India (SBI) on Wednesday said it had not sought a blanket approval from the government for merging the remaining ...Restaurant chains turn hot picks for PE investors Entry of well-known groups, high returns are key attractions.SBI plans merger of 5 associate banks in 12-18 months: Govt The country’s largest lender, State Bank of India (SBI), is planning to merge the remaining five associate banks with ...Gross premium income of general insurers rises 38% The gross premium income of the general insurance industry increased 38.4 per cent in January as compared to the year before.Banks confident of meeting agriculture lending targets Take a host of initiatives to ramp up presence in rural markets.",1
289,289,25-02-2011,14.6,14.718,14.525,14.591,13.720237,2108000,"Allahabad Bank aims to raise biz to Rs 2.20 lakh cr ""Our target is to increase the total business up to Rs 2.20 lakh crore by March 31, 2011, while the business level had ...PSB raises deposit rates by up to 1% State-owned Punjab & Sind Bank (PSB) today raised its fixed deposit rates across various maturities by up to 100 basis ...Banks seeking microfinance module training In the backdrop of microfinance institutions (MFI) coming under the Reserve Bank of India (RBI) scanner, India’s premier ...Rupee gains 9 paise against $ in early trade The Indian rupee appreciated by 9 paise to Rs 45.39 per dollar at the Interbank Foreign Exchange today, supported by a higher ...SBI mops up Rs 3,897 cr via bond issue State Bank of India (SBI), the countrys largest lender, has mopped up Rs 3,897 crore on the retail side through its latest bond ...Axis Bank, Kotak raise lending rates Two more private lenders have decided to increase lending rates following similar announcements from ICICI Bank and HDFC Bank on ...Banking on India, global honchos to come calling this Budget week The guest coordinators at leading television channels are in a fix. On the Budget day coming Monday, many of the high profile ...US indicts four Swiss bankers Four bankers who worked at Credit Suisse Group were charged with conspiring to help clients in the US evade taxes through secret ...Ratnakar Bank to double branch network in 2 years Private lender Ratnakar Bank aims to double its network in the next two years by setting up 100 more branches, predominantly in ...IDFC plans to raise up to Rs 2,172 cr via bonds Infrastructure Development Finance Company (IDFC) plans to raise up to Rs 2,172 crore through long-term infrastructure bonds. ...PE players for avoiding double taxation in investments Seek pass-through status for private equity and venture capital investments in companies.L&T General Insurance plans new products L&T General Insurance Company has planned a slew of health insurance products in an attempt to make some serious inroads in ...HSBCs Indian loan debacle spurs bank to target rich in Asia Naina Lal Kidwai, HSBC Holdings Plc’s country head for India, remembers when the bank’s plan to boost profits by ...Liquidity situation improves as bank deposits grow 17% Credit growth too continues to grow above RBI projections.No easy way to deal with excess flows: Subbarao The Reserve Bank of India (RBI) on Thursday said capital inflows could hurt the economy if they exceeded the absorptive capacity, ...SBI withdraws from CD market State Bank of India (SBI) — the nation’s largest bank — has decided to withdraw from the certificate of deposit ...",1
290,290,28-02-2011,14.734000000000002,14.787,14.623,14.711,13.833078,1224000,"Banks to get Rs 140 for every no frills account The government will give Rs 140 to the banks for every no-frills account opened by them as part of its initiative to expand the ...High service tax on life policy to lower returns for holders The government today proposed to increase the service tax on life insurance policies to 1.5% from 1%, a move that would increase ...PSU banks to get capital support of Rs 6,000 cr The government today said it will provide capital support to the tune of Rs 6,000 crore to public sector banks during the next ...Lower deficit may raise bond yields The bond market is expecting an improvement in yields as the fiscal deficit is likely to come down due to high revenue the ...WEB EXCLUSIVE: Budget impact on banking sector The lower projected fiscal deficit level for FY12 and government borrowings was an initial trigger for banking sector stocks. ...Rupee trading soars in Dubai Trading in the Indian currency is swiftly gaining popularity in Dubai. Futures contracts of the rupee against the dollar listed ...Firms wary of basic banking licence model The finance ministrys plan to offer basic banking licences may find few takers because of doubts over the commercial viability ...",1
291,291,01-03-2011,15.04,15.265,14.953,15.15,14.245878,4100000,"HSBC India reports 82% surge in PBT at $679 mn UK-headquartered banking major HSBC today reported 82% surge in profit before tax (PBT) from India operations to a ...Indian Bank hikes interest rates Public sector lender Indian Bank has hiked interest rates on Foreign Currency Non-Resident (FCNR) (Banking) and NRE (Non-Resident ...Lower fiscal deficit gives us comfort: RBI Better fiscal balance on back of revenues from 3G auctions.FM offers Rs 100-crore fund for microlenders Faced with an acute liquidity crunch, the Union Budget has brought little cheer to microfinance institutions (MFIs). However, ...FM fast-tracks pension laws Finance Minister Pranab Mukherjee on Monday said a slew of financial sector legislation to be introduced in financial year ...Banking Bill to be tabled this session The Reserve Bank of India (RBI) has proposed amendments to the Banking Regulation Act, 1949, Finance Minister Pranab Mukherjee ...Govt to infuse Rs 6,000 cr into PSU banks The government would provide an additional Rs 6,000 crore capital to state-owned banks in financial year 2011-12 to help them ...All unit-linked insurance plan charges to attract service tax If you use life insurance as an investment instrument, be prepared for slightly lower yields because of increased taxation.Comment: Rana Kapoor In the Union Budget tabled today, the government succeeded splendidly in retaining its focus on agriculture, infrastructure and ...Comment: Neeraj Swaroop This was an important Budget as the Indian economy was grappling with important issues. The finance minister has touched upon ...Comment: O P Bhatt The finance minister has announced wide-ranging measures to ensure that economic growth remains robust in the medium term, with a ...Market cheers lower borrowings In his Budget, Finance Minister Pranab Mukherjee on Monday pegged the net government borrowings at Rs 3.43 lakh crore, lower than ...Comment: Roopa Kudva The Union Budget 2011-12 attempts to ride on India’s rapid recent economic growth while controlling the inflation that has ...Comment: Gunit Chadha Despite a challenging macro environment, it was encouraging to see the finance minister continue on the path of fiscal ...",1
292,292,02-03-2011,15.099,15.252,15.099,15.226,14.317342000000002,2162000,"HSBC open to more buyouts in India Having decided to acquire the Royal Bank of Scotlands (RBS) select operations in India, HSBC Group global head today said it is ...Corp Bank, BoB expecting govt funds next fiscal Corporation Bank and Bank of Baroda (BoB) today said they are expecting significant amount of fund from the governments Rs ...StanChart India 2010 PBT up 23% British banking giant Standard Chartered today reported a 23% jump in profit before tax (PBT) in India at $1.1197-billion for ...Regulatory sanctions in US embarrassing: HSBC Global Head UK-based HSBC today said regulatory sanctions being faced by the bank in the US is ""embarrassing"" and would have a ...RBI to upgrade high-value fund transfer system The Reserve Bank of India (RBI) plans to upgrade its high-value online fund transfer system RTGS to enable handling of up to 50 ...FMs constituency financially included; without banks Farm loans at four per cent, enhancement of credit target for the sector by Rs 1 lakh crore, and a reminder to banks to focus on ...India third most profitable for HSBC in Asia-Pacific India emerged as the third-most profitable market in the Asia-Pacific region for Hong Kong and Shanghai Banking Corporation in ...SKS in Rs 60-cr securitisation deal SKS, the largest microfinance institution (MFI) in the country, has closed a Rs 60-crore securitisation deal with a non-banking ...MFIN launches credit bureau Microfinance Institutions Network (MFIN), a self-regulatory organisation for the Indian Microfinance industry, has launched a ...Banks unable to take technological advantage to reduce cost: RBI Banks have not taken the full advantage of technology for bringing down the cost of small transactions, improving customer ...Elephant Capital to exit Global Cricket Ventures Elephant Capital, the AIM-listed private equity fund with an Indian focus, is set to exit its investment in Global Cricket ...HDFC raises RPLR 25 bps Mortgage financier Housing Development and Finance Corporation (HDFC) has increased its retail prime lending rate (RPLR) by 25 ...Rates on home loans up to Rs 25 lakh may ease Interest rates on home loans up to Rs 25 lakh may ease in the near-term following the government’s decision to classify ...Commercial realty, retail see buoyancy in credit flow Bank credit to commercial real estate, a sector under regulatory scanner, rose by 14.9 per cent in the 10 months ended January, ...Infra push to attract more PE funds Boosts ongoing trend, as scale of proposed need and financing draw global investors.PFCs loan disbursement to touch Rs 33,000 crore “Till now, we have disbursed more than Rs 27,000 crore and expect the figure to touch Rs 33,000 crore this fiscal. Last ...SBI may retain Rs 5,500 cr in 2nd retail bond issue In its second tranche of retail bonds, the country’s largest bank, State Bank of India, may end up retaining around Rs ...Insurance, healthcare to give maximum service tax Industry may have been criticising the Budget proposals to levy service tax on insurance and health services, but the expected ...Financial institutions, banks in talks with RIL to sell IL&FS stake Three leading financial institutions and banks are in talks with Reliance Industries Ltd (RIL) to sell their entire stake in ...",1
293,293,03-03-2011,15.363,15.791,15.35,15.739,14.799729,3240000,"PNB shortlists 10 firms for life insurance JV State-owned Punjab National Bank (PNB) today said it proposes to buy stake in an existing life insurance company and has ...Fin inclusion plan to be a criteria for new bank licences: RBI The Reserve Bank of India (RBI) Governor D Subbarao today said the central bank will look at business plan for financial ...Govt okays Banking Laws Amendment Bill The government today gave green signal to the Banking Laws Amendment Bill that seeks to align the voting rights in banks in ...ICICI expects over 20% credit growth in FY12 ""...It (credit growth) would be upward of 20%,"" ICICI Bank Managing Director Chanda Kochhar told reporters on the ...SBBJ scrip surges 5% in early trade on BSE State Bank of Bikaner & Jaipur rose by over 5% in early trade on the BSE today after the the bank said its board will meet on ...Rupee down by 6 paise against $ in early trade The Indian rupee fell by 6 paise to Rs 45.01 per $ in early trade at the Interbank Foreign Exchange today, weighed down by a weak ...HSBC looks at subsidiary model to expand in India Hong Kong and Shanghai Banking Corporation (HSBC) Bank on Wednesday said it was open to a subsidiary model for expansion in India ...Allahabad Bank to launch mobile banking in April Public sector Allahabad Bank will launch mobile banking in April 2011, enabling its customers to avail banking services on their ...State Bank of Patiala opens new branch Punjab-based State Bank of Patiala opened its 999th branch at Batala Road, Gurdaspur. The bank has branches spread across the ...Corp Bank bags awards Mangalore-based public sector lender Corporation Bank has bagged three awards for technology in online banking, financial ...Buffett takes insurance route to India The Sage of Omaha has finally arrived in India, just two days after the finance minister reaffirmed the government’s ...SBI wont make special home-loan provisioning With the finance ministry’s economic survey backing State Bank of India’s (SBI) controversial yet popular home loan ...MFIN launches credit bureau for microfin client data Microfinance Institutions Network (MFIN), a self-regulatory organisation of the Indian microfinance sector, has launched a Credit ...India most profitable market for StanChart in 2010 “Income for the first time crossed $2 billion. Profit for the second time in a row crossed $1 billion.Second identification detail for ATM transactions soon Bank customers will soon have to use a second identification detail for ATM and debit card transactions, according to a Reserve ...",1
294,294,04-03-2011,15.629,15.93,15.555,15.873,14.925732,2311000,"Oriental Bank raises FD rates on two maturities by 50bps PSU lender Oriental Bank of Commerce (OBC) today raised fixed deposit rates up to 50 basis points on two select maturities.Indian Bank to add 100 branches, come with IPO Public-sector lender Indian Bank today said it aims to expand its branch strength by adding 100 branches across the country by ...Stringent norms could limit CDS market growth Stringent norms on Credit Default Swap (CDS) for corporate bonds, as prescribed by the Reserve Bank of India (RBI), may limit ...One-month deposit rates hit 10% With liquidity deficit, rates of such deposits may rise further.ING Vysya aims at Rs 1939 crore premium in 2010-11 ING Vysya Life Insurance Company Ltd has set a pan-India premium collection target of Rs 1939 crore in the current financialAxis Bank ropes in Nilesh Shah to lead i-banking initiatives Axis Bank, which acquired Enam’s investment banking business last year, has roped in high-profile mutual fund executive ...Per capita bank deposits in state catching up with national average The per capita bank deposits in Orissa has grown significantly over the past three years and is fast catching up with the ...Rs 1,200-cr Central guarantee for debt-ridden Nafed The Central government, after much delay, has finally decided to provide Rs 1,200 crore, in the form of guarantee, to the ...ECB keeps key interest rate at 1% as Trichet faces oil shock The European Central Bank (ECB) kept interest rates at a record low on Thursday as policy makers grapple with an oil-price shock ...PNB to buy stake in life insurance company State-owned Punjab National Bank (PNB) on Thursday said it planned to buy equity stake in a domestic life insurance company to ...ICICI Bank expects over 20% credit growth in 2011-12 ""It (credit growth) would be upward of 20 per cent,"" ICICI Bank Managing Director Chanda Kochhar told reporters on the ...Higher capital to help Nabard access financial market better The Budget gave a boost to expansion in agricultural credit disbursement
The state-run National Bank for Agriculture & Rural ...Buffett said to be in India reinsurance talks A day after announcing a foray into the Indian insurance market, Warren Buffett’s Berkshire Hathaway Inc is reported to be ...RBI reminder to banks: increase deposit rates, cut lending rates Subbarao says RBI view on Malegam Committee report on MFIs by April-end.Cabinet gives green signal to banking Bill The Cabinet today gave its nod to the Banking Regulation (Amendment) Bill, which proposes to increase the voting rights of ...",1
295,295,07-03-2011,15.744000000000002,15.88,15.409,15.503,14.577812,2158000,"Govt to infuse Rs 1,740 cr in Oriental Bank The government will infuse Rs 1,740 crore in Oriental Bank of Commerce (OBC) as recapitalisation package to shore up the banks ...80% households to be linked to banking network in 5 yrs: CII Financial Inclusion drive initiated by the government would bring in 80% of households into formal banking network in the next 5 ...Amex in credit card tie-up with Indian Overseas Bank The India branch of American Express Banking Corp has signed a distribution tie-up with Chennai-based public sector bank, Indian ...KVB to raise foreign holding cap to 35 pc Karur Vysya Bank (KVB) plans to increase the ceiling of holding by foreign instutional investors (FIIs), non resident ...Alternate channels to drive union bank growth Union Bank of India, one of Indias leading public sector banks, is betting big on alternate delivery channels like online ...",1
296,296,08-03-2011,15.704,16.076,15.586,15.925,14.974626999999998,2608000,"RBI working group under Thorat to study NBFC issues The Reserve Bank of India (RBI) has formed a working group to examine issues pertaining to the regulation of non-banking ...Commercial paper issuances fall as liquidity remains tight Companies going back to banks as base rates are lower than prevailing CP rates.LIC continues to ride on Ulips All 3 Ulips launched post-regulation see robust growth, outperform private peers.Karur Vysya Bank to raise foreign equity holding cap Karur Vysya Bank (KVB) may increase the ceiling of holding by foreign institutional investors (FIIs), non-resident Indians (NRIs) ...UBS names joint global heads for i-banking unit UBS AG, Switzerland’s biggest bank, named Matthew Grounds and Simon Warshaw joint global heads of its investment banking ...Bihar eyes legislation for MFIs Following Andhra Pradesh’s example, the Bihar government was mulling over a legislation for regulating and effectively ...RBI allows IRFs on 91-day T-Bills The Reserve Bank of India has allowed interest rate futures (IRFs) trading on 91-day Treasury Bills (T-Bills).HNIs scout investment oppotunities overseas Volatility in domestic share market acting as catalyst.Three co-op banks penalised for violating RBI norms The Reserve Bank of India has penalised three cooperative banks in Gujarat with non adherence to RBI norms out of which two have ...Nabard sanctions Rs 23 cr to Haryana National Bank for Agriculture and Rural Development has sanctioned Rs 22.90 crore to Haryana under the Rural Infrastructure ...",1
297,297,09-03-2011,15.845,15.972,15.776,15.932,14.981210999999998,3319000,"HSBC ups base rate by 50 bps to 8.5% The countrys oldest foreign bank HSBC India today revised upwards its minimum lending rate by 50 basis points to 8.5%.SBBJ to raise Rs 780 cr via rights, fixes record date State Bank of Bikaner and Jaipur (SBBJ), the largest associate bank of SBI, today said its board has cleared the proposal of ...HDFC mulls selling Rs 40,000 cr non-core investments Financial sector conglomerate HDFC is planning to monetise some of its non-core investments over the next 6-12 months to garner a ...Jewellers, bullion dealers high-risk customers: RBI to NBFCs Fearing possible involvement of illicit money in dealings by jewellers and bullion dealers, the Reserve Bank of India (RBI) has ...Dhanlaxmi Bank raises base rate by 50 bps Private sector lender Dhanlaxmi Bank today raised base rate, or the minimum lending rate, by 50 basis points (bps) to 8.75% in ...Foreign banks headcount down over 6% in 2010 The total headcount of foreign banks in India went down by over 6% in 2010, with as many as 19 out of the 32 overseas lenders ...Income Tax, ED investigating Citibank fraud case: Govt The government on Tuesday said the Income Tax department and the Directorate of Enforcement (ED) had initiated investigations ...BoI, Allahabad Bank raise deposit rates With less than a month left to close their books for FY11 accounting, banks are further hiking interest rates to mobilise ...Foreign banks shift focus to unsecured loans Better economic environment, demand boost confidence.Magma Fincorp to securitise 45% of  2010-11 loans Magma Fincorp, a non-banking finance company (NBFC) funding equipment and small and medium enterprises, plans to securitise an ...Bundelkhand lags in utilising Nabard funds The impoverished Bundelkhand region in Uttar Pradesh remains laggard in utilising development funds sanctioned by National Bank ...Axis PEs rejection of buyout plan pushes directors exit Had turned down a US PE offer to buy its infra fund, citing low valuation.Shalivahana gets Rs 69-cr IFC funding The International Finance Corporation (IFC) has announced corporate equity financing of up to $15 million (around Rs 69 crore) to ...Federal Bank launches mobile money transfer Federal Bank has launched the Interbank Mobile Payment Service (IMPS), a real-time fund transfer facility through mobile phone, ...LVB ties up with TimesofMoney Lakshmi Vilas Bank (LVB) has entered into an agreement with TimesofMoney, a Times group company to launch LVB India Remit, a ...",1
